Serial Number,Outlook,Temperature,Windy,Humidity,precipitation,temp_max,temp_min,wind
1284,Rainy,Hot,TRUE,High,11.69440504,16.4185695,2.105536873,1.708213389
1285,Sunny,Hot,TRUE,High,2.577951049,17.85999991,6.921456699,2.158193817
1286,Sunny,Hot,TRUE,High,2.277385602,11.35614456,8.121487039,3.21318614
1287,Sunny,Hot,TRUE,High,26.75000112,11.5864997,9.737502305,2.490707976
1288,Sunny,Hot,FALSE,High,5.599310906,5.948475063,7.380035922,6.780883322
1289,Rainy,Cool,FALSE,High,5.375733472,4.940646798,1.941896354,3.724996071
1290,Overcast,Cool,FALSE,Normal,18.61105708,10.96115614,-2.966613839,4.867402414
1291,Rainy,Cool,FALSE,High,17.70073867,3.869457433,3.557169745,7.683074613
1292,Overcast,Cool,TRUE,Normal,28.39122996,10.56070825,5.08695569,6.073242686
1293,Sunny,Cool,FALSE,Normal,11.50136251,16.81559072,7.610004284,3.614551795
1294,Sunny,Mild,FALSE,Normal,12.12027985,12.81264688,-2.41895063,2.790186816
1295,Overcast,Hot,FALSE,High,26.86270595,18.38023004,0.625763267,2.721109158
1296,Rainy,Cool,TRUE,High,5.666969302,4.784881563,9.450306228,7.046396055
1297,Overcast,Mild,TRUE,Normal,17.697447,7.813181727,2.540405949,1.097701008
1298,Sunny,Cool,TRUE,Normal,0.807845816,1.812429637,5.357715261,5.379492123
1299,Sunny,Cool,TRUE,High,23.79787921,15.5709374,9.207243769,1.724703309
1300,Sunny,Mild,FALSE,Normal,26.51462343,14.06925671,8.492634349,1.74056847
1301,Rainy,Mild,TRUE,High,7.521049349,13.93422502,0.561573989,5.355932451
1302,Sunny,Hot,FALSE,Normal,11.95667575,2.562232598,-1.311160499,6.076549523
1303,Rainy,Cool,TRUE,High,21.26860549,15.0590064,8.935121337,2.937935387
1304,Rainy,Cool,FALSE,High,24.49554784,16.42590078,2.182340736,7.069849468
1305,Sunny,Cool,FALSE,High,3.551415861,9.482451711,1.28170708,1.356093753
1306,Rainy,Hot,TRUE,Normal,21.48946958,9.881905373,6.710603603,5.629217633
1307,Overcast,Mild,TRUE,Normal,17.89114996,4.664538533,1.287523725,7.828282497
1308,Overcast,Cool,TRUE,High,21.22145387,14.88783514,7.833218701,4.127951567
1309,Sunny,Cool,TRUE,Normal,23.10804816,2.083228237,8.40942031,3.530247494
1310,Sunny,Mild,FALSE,Normal,2.643152428,19.3026391,2.514649419,4.454231929
1311,Rainy,Cool,FALSE,Normal,27.49777699,8.086662748,7.898414605,6.310175348
1312,Sunny,Hot,TRUE,Normal,8.087090521,3.996063127,9.520629786,3.818001987
1313,Overcast,Cool,TRUE,High,1.523609068,3.865635379,1.215135291,3.201151024
1314,Overcast,Mild,TRUE,High,18.02104074,11.02565638,4.289057503,5.342963607
1315,Rainy,Mild,FALSE,Normal,20.26153044,12.42376779,4.206809966,5.521421068
1316,Sunny,Cool,TRUE,Normal,13.0446338,4.220952812,1.617777375,3.041366522
1317,Overcast,Cool,FALSE,Normal,7.016505758,10.54872002,-2.764308371,6.47681961
1318,Sunny,Mild,FALSE,Normal,28.54498605,16.42478502,-2.010165703,6.351092996
1319,Sunny,Mild,FALSE,High,14.61547229,4.478540017,4.290032434,6.857531708
1320,Rainy,Cool,TRUE,Normal,2.768003813,4.583027509,3.628516917,1.479218123
1321,Overcast,Cool,FALSE,High,21.83720549,6.534578423,2.107484267,2.995660815
1322,Overcast,Mild,TRUE,Normal,21.01985316,18.15095955,-1.458141832,6.896852296
1323,Rainy,Mild,TRUE,High,16.71347756,13.67195683,1.025326753,2.60442584
1324,Overcast,Mild,TRUE,Normal,17.25817933,13.64523024,2.641405823,4.487067822
1325,Overcast,Mild,FALSE,High,15.14236344,4.986242125,1.990311533,6.5342599
1326,Rainy,Mild,TRUE,High,10.25559844,15.02031166,4.472559895,3.592240895
1327,Sunny,Hot,TRUE,High,1.115129994,2.193624595,1.559813898,6.456295313
1328,Overcast,Hot,FALSE,High,21.91258148,2.808809305,2.496922627,2.207465948
1329,Overcast,Mild,FALSE,High,28.04366119,8.145298648,4.820564035,2.532240616
1330,Rainy,Hot,TRUE,High,8.11574187,7.242613631,7.314691778,6.955932957
1331,Overcast,Cool,FALSE,High,0.139417017,6.86911738,0.897309929,3.830101178
1332,Sunny,Hot,FALSE,High,14.43800136,0.019476713,6.508011244,1.006716278
1333,Rainy,Cool,FALSE,High,19.61870719,11.835972,-2.281498771,5.357816246
1334,Overcast,Mild,FALSE,Normal,6.286840369,19.74059493,4.561828673,4.160050179
1335,Overcast,Hot,TRUE,High,18.23667827,7.131488228,-1.434508233,1.989720617
1336,Overcast,Hot,FALSE,High,9.610365491,17.84913245,2.804138541,7.756393594
1337,Rainy,Cool,TRUE,High,7.294814641,0.580777918,8.620017336,4.822254343
1338,Sunny,Mild,FALSE,Normal,22.57768149,4.717235678,7.481675624,2.430992158
1339,Sunny,Mild,TRUE,High,20.8232274,15.53784001,5.338238275,2.817975972
1340,Rainy,Hot,TRUE,High,26.70791018,7.19883894,6.668877019,5.255519314
1341,Overcast,Mild,TRUE,Normal,22.83947092,1.011252869,0.408056224,3.286479378
1342,Sunny,Hot,FALSE,Normal,16.76040474,10.97407568,5.739331059,1.469047435
1343,Overcast,Cool,FALSE,Normal,14.62342079,9.326387298,8.005814624,5.138901921
1344,Sunny,Mild,FALSE,High,12.40266851,3.839258596,0.415447107,2.09458667
1345,Sunny,Mild,FALSE,High,16.59110464,8.453450015,5.827936208,2.541878167
1346,Overcast,Hot,FALSE,Normal,14.37342532,11.06157178,1.98197172,5.365561931
1347,Rainy,Cool,TRUE,High,25.43111965,3.571077392,1.579715259,7.071017835
1348,Sunny,Mild,FALSE,High,4.249291337,19.82735604,7.088621539,7.894977981
1349,Overcast,Hot,TRUE,Normal,2.796395947,7.008464365,-2.993630423,6.83064524
1350,Overcast,Mild,FALSE,Normal,24.86590503,15.28959044,-0.455043707,6.999752589
1351,Sunny,Cool,TRUE,High,27.70605473,19.7522949,9.166118602,1.958615278
1352,Sunny,Cool,FALSE,High,12.70454792,11.29447719,4.974657815,7.432414418
1353,Overcast,Mild,TRUE,High,20.12982644,15.99031089,4.751527489,5.712161219
1354,Sunny,Cool,TRUE,Normal,18.4816222,18.23619822,-1.396743909,6.188841862
1355,Overcast,Cool,TRUE,High,10.36275983,6.720241785,0.608236361,2.908036371
1356,Overcast,Hot,TRUE,Normal,7.397676298,1.405353387,-1.852694764,6.887597529
1357,Rainy,Hot,FALSE,Normal,20.95977442,10.08244806,-1.845420424,1.541514108
1358,Rainy,Mild,TRUE,Normal,0.202188765,8.398244319,9.337847467,7.432891765
1359,Sunny,Hot,FALSE,Normal,21.51473403,12.90003987,9.628735397,1.262988447
1360,Rainy,Cool,FALSE,High,6.25771397,6.916383641,-1.906862016,4.902865068
1361,Rainy,Hot,FALSE,High,0.249281718,12.4103682,0.088779784,6.092273671
1362,Rainy,Mild,FALSE,High,29.88109478,13.71898492,7.746542066,6.419203525
1363,Rainy,Cool,FALSE,High,7.050854606,14.43613465,-0.85719269,5.044948848
1364,Sunny,Hot,TRUE,Normal,11.86543574,14.29861841,1.247495014,7.560541245
1365,Overcast,Hot,TRUE,High,8.656699983,11.46692295,2.657487787,2.804617623
1366,Rainy,Mild,TRUE,High,9.857181119,9.317030354,0.299630725,1.915375673
1367,Overcast,Hot,TRUE,High,1.533886863,15.01753623,9.856443348,6.819720953
1368,Rainy,Hot,TRUE,High,8.441791317,8.216419873,9.988275348,4.373955971
1369,Sunny,Hot,FALSE,Normal,29.58953705,15.78439568,2.614247761,3.494601339
1370,Overcast,Hot,FALSE,Normal,10.33420957,12.69525909,-1.347840288,3.377774214
1371,Rainy,Hot,FALSE,High,11.29628962,4.602055136,-0.207078423,1.049003157
1372,Rainy,Hot,FALSE,High,18.01377001,13.63457637,7.727775841,4.911397706
1373,Rainy,Cool,TRUE,High,10.05899468,2.059906474,-2.878150559,5.951672819
1374,Overcast,Cool,TRUE,Normal,5.790511863,12.8192842,-1.417027553,1.74427926
1375,Sunny,Mild,TRUE,Normal,14.03405344,11.76739636,-0.686791966,2.643599522
1376,Sunny,Mild,FALSE,High,10.05925547,1.321805211,-1.460832599,3.474972967
1377,Rainy,Hot,TRUE,High,21.57090816,15.18665311,2.440083121,7.856243213
1378,Rainy,Mild,FALSE,High,25.68553212,5.133961735,5.105915566,2.782131264
1379,Overcast,Hot,TRUE,High,1.213551944,17.99608426,5.909340794,6.410905684
1380,Overcast,Mild,TRUE,Normal,18.18119418,6.512291181,9.669233394,1.580895359
1381,Rainy,Cool,TRUE,Normal,17.41912805,7.061302405,6.51914862,3.132250623
1382,Rainy,Mild,TRUE,Normal,12.09570263,8.417943846,2.430975061,1.60725619
1383,Sunny,Hot,FALSE,High,29.8156305,4.788627992,-0.189979838,1.804278253
1384,Sunny,Mild,TRUE,High,12.93290819,7.50044962,1.303701791,4.55585442
1385,Overcast,Hot,FALSE,High,6.874136196,3.801799586,-1.924669498,3.804243241
1386,Overcast,Mild,TRUE,High,27.78671301,18.05844702,8.66962972,1.453837755
1387,Overcast,Hot,TRUE,High,7.14699124,0.384991401,-0.918161732,3.695359974
1388,Overcast,Cool,TRUE,Normal,25.82389322,5.039985368,-0.634009962,3.159354878
1389,Rainy,Cool,FALSE,Normal,3.242337019,14.434957,3.476693024,7.093541267
1390,Sunny,Hot,TRUE,Normal,0.22507944,10.76822453,7.45997352,1.251229396
1391,Overcast,Hot,TRUE,Normal,20.22338107,10.97689283,7.698411328,7.514801685
1392,Rainy,Hot,TRUE,Normal,27.53911864,12.35074857,-0.920893837,2.460554208
1393,Overcast,Cool,TRUE,Normal,2.849261186,5.665565571,8.253299329,4.628771594
1394,Overcast,Cool,FALSE,Normal,26.21023901,15.82484474,6.108745807,3.467593019
1395,Sunny,Mild,TRUE,Normal,17.83790197,19.47070252,8.935898641,1.072981621
1396,Sunny,Mild,TRUE,High,4.728491526,11.33755597,8.473849291,6.801436371
1397,Sunny,Mild,TRUE,High,27.97673511,10.80029365,8.601395598,1.39689012
1398,Overcast,Hot,TRUE,High,1.971480931,18.11541849,0.690950137,7.992425554
1399,Sunny,Hot,TRUE,High,3.025567862,15.65611402,9.338148533,7.236206322
1400,Overcast,Mild,FALSE,High,14.67032501,2.574448773,2.677320171,6.643528052
1401,Overcast,Mild,FALSE,Normal,21.76959127,9.574642079,6.19904607,6.896826071
1402,Rainy,Hot,TRUE,High,15.25106073,10.4820348,1.190455778,5.315599088
1403,Overcast,Hot,TRUE,High,16.21315326,6.466642044,-0.420082634,5.358449329
1404,Overcast,Cool,FALSE,Normal,10.40326412,9.028169724,8.98181446,3.402671512
1405,Rainy,Hot,FALSE,Normal,14.29301467,7.635741957,4.276967716,6.458605216
1406,Sunny,Mild,TRUE,Normal,11.81667675,4.238999021,-1.794151213,6.373347681
1407,Rainy,Cool,FALSE,High,23.08595245,8.739786576,7.341833894,3.88256958
1408,Rainy,Hot,FALSE,Normal,5.679562617,2.414163949,-0.477686569,4.232765313
1409,Rainy,Mild,TRUE,Normal,24.55596093,7.356071764,7.007048656,5.167761719
1410,Rainy,Mild,TRUE,High,7.436239835,3.688796864,0.677979616,3.668410932
1411,Sunny,Cool,FALSE,Normal,6.175926244,5.854755823,4.438779419,1.114917069
1412,Overcast,Mild,TRUE,Normal,5.324725255,8.46195056,8.485683453,4.079539325
1413,Sunny,Cool,FALSE,Normal,23.10848703,15.49523761,-1.486161241,2.025029979
1414,Sunny,Hot,FALSE,High,17.3207378,18.92185551,1.111207707,5.490534433
1415,Sunny,Hot,TRUE,Normal,8.882108486,8.932096356,7.349307013,2.381381788
1416,Rainy,Cool,TRUE,Normal,18.8579085,12.91567272,1.914899214,3.068179724
1417,Rainy,Mild,FALSE,Normal,7.975028868,12.79561345,4.02385536,4.66051595
1418,Overcast,Hot,TRUE,High,17.82049193,0.311563787,3.391269826,7.908781614
1419,Sunny,Cool,FALSE,High,16.53205837,4.782925808,9.950122311,3.847873849
1420,Sunny,Mild,TRUE,Normal,0.138248131,4.320576723,7.360498498,5.462243779
1421,Overcast,Mild,TRUE,Normal,10.83561603,0.561016803,3.929777694,1.228795045
1422,Rainy,Mild,FALSE,Normal,7.529422318,6.564976109,0.907667827,5.530201482
1423,Sunny,Hot,FALSE,Normal,6.836794759,17.42607463,-0.736347264,1.764895487
1424,Sunny,Hot,FALSE,Normal,4.735219224,15.64063047,-2.842142731,5.000148439
1425,Overcast,Mild,FALSE,High,1.145080659,15.56031543,7.965037899,6.650473458
1426,Rainy,Mild,FALSE,High,9.215161295,12.55199833,8.936654212,7.018390557
1427,Overcast,Cool,TRUE,Normal,25.83506191,1.556267874,2.062611758,7.886214909
1428,Rainy,Hot,FALSE,High,12.30145916,5.339052702,5.514443992,6.608139965
1429,Sunny,Hot,TRUE,Normal,26.77278878,0.248633123,8.83236556,1.698427599
1430,Sunny,Cool,TRUE,High,28.05366835,7.82139976,9.321660091,2.619717961
1431,Overcast,Cool,FALSE,Normal,17.47835017,2.613753658,2.399772968,5.300202882
1432,Overcast,Hot,TRUE,Normal,25.56648245,16.11672251,-1.880374081,3.778255899
1433,Rainy,Mild,FALSE,High,2.91878592,13.69555136,8.164256256,4.883294403
1434,Sunny,Mild,FALSE,Normal,25.51374367,15.23213706,2.745512792,7.693988185
1435,Rainy,Mild,TRUE,Normal,16.93873649,1.285628453,8.068122451,2.80533139
1436,Overcast,Hot,FALSE,Normal,28.85547974,3.697018248,5.565493364,1.803215959
1437,Overcast,Mild,TRUE,Normal,10.32741724,5.128791602,2.347533354,2.45906086
1438,Sunny,Hot,TRUE,Normal,5.80209339,13.08439733,-0.02097382,3.867962522
1439,Rainy,Cool,TRUE,High,21.38021782,10.3993552,2.315722308,5.081709067
1440,Sunny,Mild,FALSE,Normal,10.45582835,0.994976434,4.215268478,5.4306209
1441,Sunny,Hot,TRUE,High,22.02497272,8.97355721,5.217280648,6.17947934
1442,Sunny,Hot,FALSE,Normal,12.40008127,2.352239844,2.717427574,4.876553709
1443,Rainy,Hot,FALSE,High,24.87974972,18.52104173,1.953403501,1.196851975
1444,Rainy,Cool,FALSE,High,2.172089436,5.68195561,-1.403982847,6.443072944
1445,Overcast,Mild,TRUE,Normal,25.19091565,3.217818226,8.237650984,7.471844969
1446,Rainy,Cool,TRUE,Normal,18.48599419,0.677060494,7.396691363,6.772590094
1447,Rainy,Mild,FALSE,Normal,29.43422608,3.255677286,-0.568424294,3.16026111
1448,Sunny,Cool,TRUE,High,16.18792519,17.60754027,1.640366081,5.594031032
1449,Sunny,Cool,TRUE,Normal,8.751362023,18.14164163,-2.913358387,6.122325303
1450,Sunny,Mild,FALSE,High,19.22089592,4.117181067,9.899283535,7.668160617
1451,Overcast,Cool,TRUE,Normal,3.247444067,9.165730712,-2.202132538,4.905932914
1452,Sunny,Cool,TRUE,Normal,28.28629867,19.52767238,7.718007796,3.912038613
1453,Overcast,Hot,TRUE,High,13.26056356,3.325015659,2.845824826,3.738391831
1454,Rainy,Mild,FALSE,Normal,8.014347437,11.2019449,0.880101641,4.849037063
1455,Rainy,Hot,TRUE,High,20.20322807,0.303122068,0.083532298,5.887677212
1456,Rainy,Hot,TRUE,Normal,0.183594439,5.485041015,5.978322784,6.681651068
1457,Rainy,Cool,TRUE,Normal,14.97536997,12.47812847,7.106261777,2.970813928
1458,Sunny,Mild,FALSE,High,25.16029916,13.83930508,-1.185241052,7.987223057
1459,Rainy,Mild,TRUE,Normal,10.37680346,2.465364757,-2.094837674,1.89816013
1460,Overcast,Hot,FALSE,Normal,3.826717075,11.85105744,3.740474874,2.393805054
1461,Rainy,Cool,TRUE,Normal,16.58316002,2.202483435,2.928185705,1.265444698
1462,Sunny,Hot,TRUE,High,5.209242093,13.53374664,1.636192584,6.076950013
1463,Rainy,Mild,TRUE,High,9.855208204,1.518043062,4.834385577,4.074033663
1464,Rainy,Cool,TRUE,Normal,17.09089837,14.03705844,-2.502827989,3.146573526
1465,Rainy,Hot,TRUE,High,7.179246168,11.98513917,9.60590925,3.813468538
1466,Rainy,Cool,FALSE,High,1.16414569,11.99745701,9.006572206,1.526877151
1467,Sunny,Cool,FALSE,High,3.806824705,13.28323827,3.864182407,4.072203397
1468,Overcast,Hot,FALSE,High,6.0957808,11.53256338,-1.676959857,6.084495812
1469,Rainy,Mild,TRUE,Normal,22.210372,14.98990221,8.334297681,4.616727984
1470,Rainy,Mild,TRUE,Normal,12.88970103,12.98251069,4.524531965,2.662796162
1471,Sunny,Hot,FALSE,High,21.42473273,9.137946318,5.592552579,4.075280936
1472,Overcast,Cool,FALSE,Normal,24.40267105,18.54500948,3.550398036,1.444634704
1473,Overcast,Hot,TRUE,Normal,13.41371604,7.1541096,0.305993197,4.385733357
1474,Sunny,Mild,FALSE,Normal,9.430178377,3.146447847,9.26461258,3.729987929
1475,Overcast,Hot,TRUE,Normal,26.57944426,1.540615102,3.233126069,7.257793054
1476,Sunny,Cool,TRUE,High,25.6855509,10.30114136,1.348009835,7.259699128
1477,Sunny,Hot,TRUE,High,13.76852167,12.88900921,-0.813930964,5.397946153
1478,Overcast,Cool,TRUE,Normal,27.1196457,8.303751058,7.884753265,3.678814958
1479,Sunny,Mild,FALSE,Normal,7.934302314,2.707408163,8.941922174,6.992770247
1480,Overcast,Cool,TRUE,Normal,20.24854504,9.130051661,5.148177723,4.797693105
1481,Sunny,Hot,FALSE,Normal,18.18519387,10.55846789,-2.668548203,5.973803571
1482,Rainy,Mild,TRUE,High,12.61271495,18.67509513,6.025384722,6.357503072
1483,Overcast,Hot,FALSE,Normal,5.034166725,4.130430948,-2.885095509,5.276825184
1484,Rainy,Cool,TRUE,High,1.516118887,7.351619109,2.798351735,4.797894892
1485,Sunny,Mild,TRUE,Normal,13.24633069,8.668024567,2.239070115,6.818180483
1486,Sunny,Hot,FALSE,Normal,4.989382978,17.89362454,0.715147642,7.053974329
1487,Sunny,Mild,FALSE,High,19.80932211,19.22848271,7.402569561,5.224028191
1488,Rainy,Mild,TRUE,Normal,16.18842986,8.473304,0.752239461,6.181880366
1489,Sunny,Mild,TRUE,High,5.466603114,11.05504913,8.015693432,3.522161753
1490,Sunny,Cool,TRUE,High,15.26430352,19.33124483,9.060320412,4.983769755
1491,Sunny,Cool,FALSE,Normal,21.94849545,1.883239143,8.674462984,1.342607749
1492,Overcast,Mild,FALSE,Normal,1.312236653,0.394942753,5.365872428,5.21812449
1493,Overcast,Mild,FALSE,Normal,7.117275055,8.502945167,6.056465459,5.912011425
1494,Sunny,Cool,TRUE,High,23.30146675,15.11165408,8.504820287,7.000895148
1495,Sunny,Mild,FALSE,High,22.16272188,12.49939065,1.709316325,3.026391383
1496,Sunny,Mild,FALSE,Normal,22.10534475,11.70535584,0.499431065,3.934935446
1497,Overcast,Mild,TRUE,Normal,28.78322594,4.271692701,-2.289928485,7.621693025
1498,Overcast,Mild,TRUE,High,13.78073953,10.14210371,5.569761303,4.464210489
1499,Rainy,Mild,TRUE,High,2.376993283,12.78673241,-2.40048865,4.973576377
1500,Sunny,Hot,TRUE,Normal,21.9085104,14.82767135,8.631620025,2.703541209
1501,Overcast,Cool,FALSE,High,19.04920197,1.177383514,0.461888403,5.712133545
1502,Sunny,Cool,TRUE,High,17.46672411,3.311507122,-0.489634394,2.752366761
1503,Overcast,Hot,FALSE,Normal,21.78024072,12.9389892,6.120674385,5.101587803
1504,Overcast,Mild,FALSE,Normal,4.344723935,7.711252274,-2.634059726,5.209456335
1505,Overcast,Hot,TRUE,High,2.755705503,17.40435503,4.098593467,2.639708103
1506,Overcast,Hot,TRUE,Normal,3.113569775,17.28325899,8.619570209,6.113791341
1507,Overcast,Hot,TRUE,Normal,3.47952729,0.950612291,3.755087171,4.821004031
1508,Overcast,Cool,TRUE,Normal,14.00942395,0.975885043,1.625642132,5.790723122
1509,Rainy,Cool,TRUE,High,7.184616775,11.35505186,1.319861325,5.758834417
1510,Rainy,Mild,TRUE,Normal,19.2793716,9.087248006,-1.148956159,2.1505097
1511,Overcast,Cool,TRUE,Normal,1.314180686,7.798117526,-1.605259374,6.879831339
1512,Overcast,Hot,TRUE,Normal,18.6402286,2.956698482,3.20366824,4.373377996
1513,Sunny,Hot,TRUE,Normal,26.81601322,3.91182432,5.604671499,7.233782141
1514,Rainy,Mild,FALSE,Normal,11.64370185,15.11514353,1.609891,7.713446228
1515,Sunny,Cool,FALSE,Normal,26.05972998,2.306371694,5.744638907,4.785110008
1516,Overcast,Hot,TRUE,High,17.90177713,15.42848899,9.35997023,4.767032384
1517,Sunny,Hot,FALSE,High,26.66190179,0.771526451,-2.706281841,4.503749414
1518,Overcast,Cool,FALSE,Normal,11.50087197,12.83037734,4.487289955,5.413924885
1519,Sunny,Mild,FALSE,High,5.906025007,18.04105834,0.289431083,2.110488882
1520,Sunny,Mild,FALSE,Normal,1.877225216,8.737161843,3.939220896,7.665773249
1521,Sunny,Mild,FALSE,High,28.3441111,15.20530676,4.113126512,2.00805101
1522,Sunny,Hot,FALSE,High,5.203420337,11.56859821,6.21956826,3.978420376
1523,Sunny,Mild,TRUE,High,25.16334881,5.975582524,3.486529235,4.526662529
1524,Overcast,Cool,TRUE,Normal,8.824624375,2.198434879,3.161174083,6.021649056
1525,Sunny,Hot,TRUE,Normal,6.974523228,1.658477809,-0.380730546,4.121860473
1526,Overcast,Hot,FALSE,Normal,19.25442355,9.130465155,-1.929351837,1.477104784
1527,Overcast,Mild,FALSE,Normal,17.82027255,5.420352232,-2.907400105,4.095199424
1528,Overcast,Cool,TRUE,Normal,27.27671698,15.25657422,2.364381846,4.443285062
1529,Overcast,Cool,FALSE,High,9.723043764,8.845449396,2.880379493,7.11884212
1530,Overcast,Mild,FALSE,Normal,27.27130809,4.474124787,0.640501288,5.861561752
1531,Rainy,Cool,TRUE,High,20.19315612,19.7650642,9.635012106,3.455587225
1532,Rainy,Cool,TRUE,Normal,4.317101607,10.32890089,4.019804616,5.434007774
1533,Rainy,Mild,TRUE,High,26.93092911,15.52559623,7.934954444,7.141055375
1534,Overcast,Mild,TRUE,Normal,6.40955121,19.59052211,8.594468026,4.866050652
1535,Overcast,Hot,TRUE,High,23.43500362,5.137215196,6.090959165,5.448145638
1536,Rainy,Mild,FALSE,High,10.84410255,9.360035862,-0.240486276,7.977363664
1537,Rainy,Mild,FALSE,High,12.95264042,5.307093752,5.805496167,5.693095816
1538,Sunny,Cool,TRUE,High,1.160489175,10.63734934,0.636824741,7.16526095
1539,Sunny,Mild,TRUE,Normal,24.82846914,15.26109432,-1.518771226,1.194897692
1540,Sunny,Mild,FALSE,Normal,2.664025863,7.106643946,4.868955654,1.648498188
1541,Sunny,Cool,TRUE,High,7.669027083,12.887205,6.641907441,7.886576179
1542,Overcast,Cool,FALSE,Normal,22.37026478,17.07366109,0.995326705,7.184024121
1543,Overcast,Hot,FALSE,Normal,20.86080576,10.89622041,3.573293708,2.195574597
1544,Rainy,Mild,FALSE,High,7.603850457,8.870134628,7.308090177,6.195077215
1545,Sunny,Mild,TRUE,Normal,25.89534249,14.55067923,0.201672271,7.613781122
1546,Overcast,Mild,FALSE,High,16.98459309,9.92797111,6.185404557,5.523746379
1547,Overcast,Cool,FALSE,Normal,15.02570982,6.71637491,7.879996037,3.864920915
1548,Rainy,Mild,TRUE,High,24.66702534,3.03748855,5.419839628,2.9987973
1549,Overcast,Hot,FALSE,High,12.96358205,13.07712428,0.305168236,7.849546912
1550,Sunny,Cool,FALSE,Normal,22.97786924,0.874309464,6.489410184,7.820697463
1551,Rainy,Hot,FALSE,Normal,13.92545261,16.94172589,6.871698936,6.850988741
1552,Rainy,Hot,FALSE,High,19.39268317,19.99947158,6.983296679,1.097282312
1553,Rainy,Hot,FALSE,High,23.08141932,1.092845915,7.280380441,6.919065176
1554,Sunny,Cool,FALSE,High,29.52895031,17.73963411,-0.500427418,4.578680962
1555,Sunny,Mild,FALSE,High,2.657674033,14.43525416,-0.913201111,6.342922251
1556,Overcast,Cool,TRUE,High,3.896751885,18.38811026,4.636371911,1.086661638
1557,Rainy,Cool,TRUE,Normal,4.303301201,13.56060221,-2.965027384,4.149993137
1558,Sunny,Mild,FALSE,High,1.751596279,11.47414054,1.966899835,1.707594189
1559,Overcast,Cool,TRUE,Normal,23.65652518,5.41274199,0.609116406,3.883836799
1560,Sunny,Mild,FALSE,Normal,9.693493744,7.678506349,8.148361707,1.468366837
1561,Rainy,Hot,FALSE,High,6.542481086,14.42326303,7.293049379,5.475019932
1562,Overcast,Mild,TRUE,Normal,20.64573828,10.1512718,7.136840084,3.969475183
1563,Rainy,Hot,FALSE,High,26.1936986,0.504769756,9.914954397,2.327093747
1564,Overcast,Hot,FALSE,Normal,18.32746895,0.857858408,3.503018497,5.540279909
1565,Overcast,Hot,TRUE,High,26.68221117,0.250062327,-0.943515686,7.058390876
1566,Overcast,Mild,FALSE,High,6.2207562,10.93269643,-0.653584036,2.649158245
1567,Rainy,Cool,TRUE,Normal,15.57457865,3.93690979,5.914867066,7.42645082
1568,Overcast,Mild,TRUE,Normal,15.9333429,13.61435392,9.749712374,3.166127903
1569,Overcast,Hot,FALSE,Normal,4.281304132,2.673957509,5.027538311,6.570664261
1570,Rainy,Hot,TRUE,High,0.751835382,7.2563118,8.869902225,2.670090561
1571,Overcast,Mild,FALSE,High,23.11798288,15.25743328,9.130045718,2.998286365
1572,Rainy,Cool,TRUE,Normal,12.68773253,4.087609724,9.517391097,2.870528356
1573,Overcast,Mild,TRUE,Normal,20.43874734,19.26038208,4.123256136,6.515024414
1574,Rainy,Mild,FALSE,High,13.12285534,13.20537537,2.866322848,4.887086076
1575,Overcast,Hot,FALSE,Normal,7.061400923,0.454187324,6.269433053,2.197906609
1576,Rainy,Mild,TRUE,High,26.40811729,15.42003609,-1.275285422,4.586446761
1577,Sunny,Cool,TRUE,High,14.31437397,8.14277017,9.472856951,4.12033429
1578,Sunny,Mild,FALSE,High,13.74747799,1.231677086,6.228553129,3.053140758
1579,Overcast,Cool,FALSE,High,0.414600284,7.62664306,5.792248244,7.071428037
1580,Overcast,Cool,FALSE,High,8.225681129,6.755086334,9.583830394,6.026861683
1581,Sunny,Cool,TRUE,High,7.193047875,17.86124407,8.596626337,6.487060257
1582,Sunny,Mild,TRUE,Normal,26.37822286,3.77445768,4.112444719,5.780048543
1583,Rainy,Cool,FALSE,Normal,13.85759075,10.64225148,6.461479209,3.279905635
1584,Sunny,Mild,FALSE,Normal,1.976615196,18.89731196,2.000635476,6.728510951
1585,Rainy,Cool,FALSE,High,18.80994439,19.72425626,8.268432084,4.907826271
1586,Rainy,Cool,TRUE,Normal,23.97124335,16.2856293,-2.818586308,2.922615822
1587,Sunny,Mild,TRUE,Normal,21.77663389,10.74587566,-2.00041682,2.753249726
1588,Overcast,Hot,TRUE,High,19.27318613,9.23556094,-1.621719938,2.076682088
1589,Overcast,Mild,FALSE,High,27.84002099,9.042005083,-2.087950147,7.693848634
1590,Rainy,Mild,FALSE,Normal,2.550006955,1.254028797,3.63837117,1.984247352
1591,Sunny,Mild,TRUE,High,22.19496303,15.60283645,-2.426211038,4.821652341
1592,Sunny,Mild,FALSE,High,25.30836729,4.17377745,5.579991308,6.375440149
1593,Overcast,Hot,FALSE,Normal,7.294304569,6.735357277,0.742518794,3.846091338
1594,Sunny,Cool,FALSE,Normal,22.00492081,4.504870503,6.094624485,3.214106098
1595,Sunny,Cool,TRUE,High,1.072334084,0.558074981,0.740394101,6.016518358
1596,Rainy,Hot,FALSE,Normal,13.21666397,14.45242469,2.980276447,6.610364136
1597,Rainy,Hot,FALSE,High,29.06423415,16.53471218,4.165466953,7.085041779
1598,Sunny,Hot,FALSE,Normal,28.1170414,4.327697475,7.032941435,2.375284057
